"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dataset_threshold","dropout","epochs","learning_rate","max_len","max_length","test_train_split","weight_decay","accuracy","balanced_accuracy","best_epoch","best_val_loss","epoch","f1_macro","f1_micro","loss","val_balanced_accuracy","val_loss"
"swept-sweep-707","s9vkrq0b","finished","-","priceluke","","2022-04-20T09:42:25.000Z","14466","ne3vuqk1","64","0.019279425853972403","0.1","7","0.0001","50","33","0.75","","0.7430592734225622","0.9424047470092772","0","0.7241076231002808","6","0.742785460269438","0.7430592734225621","0.2064169943332672","0.7430592775344849","1.0810413360595703"
"sweet-sweep-341","ar1p5mwn","finished","-","priceluke","","2022-04-20T00:59:11.000Z","14465","ne3vuqk1","32","0.01747248153777835","0.2","13","0.00005","40","33","0.65","","0.7548868199267529","0.8773252367973328","1","0.7017765045166016","12","0.7532284252745903","0.7548868199267529","0.40773582458496094","0.7548868060112","0.7886615991592407"
"atomic-sweep-652","2lptw2t7","finished","-","priceluke","","2022-04-20T10:18:55.000Z","14436","ne3vuqk1","128","0.018157312232980716","0.1","14","0.0003","80","33","0.6","","0.7431644359464628","0.9539653062820436","1","0.7084565162658691","13","0.7422790174530728","0.7431644359464628","0.1520211398601532","0.7431644201278687","1.4843536615371704"
"glowing-sweep-420","rdd5klby","finished","-","priceluke","","2022-04-20T02:56:11.000Z","14424","ne3vuqk1","64","0.0213048793464491","0.2","18","0.00005","150","33","0.85","","0.728582515099369","0.9521896839141846","2","0.7616080641746521","17","0.7272175399337152","0.728582515099369","0.17253164947032928","0.728582501411438","1.1878798007965088"
"radiant-sweep-327","ftvmggr3","finished","-","priceluke","","2022-04-20T00:43:56.000Z","14394","ne3vuqk1","128","0.018961873961375688","0.3","12","0.0001","100","33","0.85","","0.7353645780612073","0.958118200302124","1","0.7683314085006714","11","0.7331748717251886","0.7353645780612073","0.15426909923553467","0.735364556312561","1.3838613033294678"
"glowing-sweep-249","mk4thk4g","finished","-","priceluke","","2022-04-19T23:02:51.000Z","14367","ne3vuqk1","128","0.02267872761975553","0.1","23","0.00005","10","33","0.95","","0.7244814781269813","0.9615605473518372","3","0.829246461391449","22","0.7236051357850672","0.7244814781269814","0.1319991499185562","0.724481463432312","1.314315915107727"
"magic-sweep-844","1w40p42v","finished","-","priceluke","","2022-04-20T16:24:38.000Z","14363","ne3vuqk1","64","0.023553196027297225","0.2","18","0.00005","150","33","0.85","","0.7294935384823025","0.9512335062026978","1","0.770348846912384","17","0.7281753057847418","0.7294935384823025","0.17554505169391632","0.7294935584068298","1.2062135934829712"
"hearty-sweep-818","3bmfudlu","finished","-","priceluke","","2022-04-20T15:29:16.000Z","14314","ne3vuqk1","128","0.010453894493805243","0.2","24","0.0001","20","33","0.9","","0.7077393479728388","0.8884918093681335","2","0.8812321424484253","23","0.7063013005034681","0.7077393479728388","0.3125670850276947","0.7077393531799316","1.4660719633102417"
"grateful-sweep-16","wo30z71v","finished","-","priceluke","","2022-04-19T20:22:40.000Z","14198","ne3vuqk1","32","0.02309330746630812","0.1","15","0.00003","100","33","0.75","","0.7503250478011473","0.8620926737785339","1","0.7077212929725647","14","0.748743845665511","0.7503250478011473","0.4312485456466675","0.7503250241279602","0.7790979743003845"
"glowing-sweep-593","lb671ein","finished","-","priceluke","","2022-04-20T06:28:52.000Z","14187","ne3vuqk1","32","0.021883723089026016","0.5","21","0.00005","100","33","0.95","","0.712676991818374","0.9523809552192688","2","0.8193170428276062","20","0.712483139307798","0.7126769918183741","0.18144233524799347","0.712677001953125","1.4862046241760254"
"trim-sweep-507","kuixglhv","finished","-","priceluke","","2022-04-20T04:44:53.000Z","14185","ne3vuqk1","64","0.010412557710753206","0.3","19","0.00003","100","33","0.75","","0.72162393976937","0.8401715755462646","4","0.8571764826774597","18","0.7213477245350501","0.72162393976937","0.5217944979667664","0.721623957157135","0.9589967727661132"
"dandy-sweep-362","ekvcoz9l","finished","-","priceluke","","2022-04-20T01:28:11.000Z","14138","ne3vuqk1","64","0.02573409486034616","0.3","5","0.0003","200","33","0.7","","0.757039705633304","0.9068865180015564","1","0.6677553057670593","4","0.7548475099932694","0.757039705633304","0.31086844205856323","0.7570397257804871","0.8892775177955627"
"zesty-sweep-19","f09736g9","finished","-","priceluke","","2022-04-19T20:22:41.000Z","14062","ne3vuqk1","128","0.016455764627678955","0.4","21","0.00005","90","33","0.85","","0.7542859437106034","0.9519909024238586","2","0.78621906042099","20","0.7516353729159506","0.7542859437106034","0.22469499707221985","0.7542859315872192","1.3085073232650757"
"bumbling-sweep-839","37naahe6","finished","-","priceluke","","2022-04-20T16:15:26.000Z","14037","ne3vuqk1","32","0.018392978537650175","0.1","17","0.00003","40","33","0.85","","0.7349259371731282","0.8946261405944824","2","0.7827088832855225","16","0.7342950771106778","0.7349259371731282","0.349292129278183","0.7349259257316589","1.0157577991485596"
"true-sweep-820","aq5n1uro","finished","-","priceluke","","2022-04-20T15:32:27.000Z","14018","ne3vuqk1","8","0.012116234919151469","0","12","0.0001","200","33","0.7","","0.69980088834431","0.8680009245872498","0","0.825024425983429","11","0.6927164518137554","0.69980088834431","0.3872371315956116","0.6998009085655212","1.0446864366531372"
"gallant-sweep-674","uozhjvqj","finished","-","priceluke","","2022-04-20T10:50:54.000Z","13979","ne3vuqk1","32","0.023506280462865556","0.2","19","0.0003","100","33","0.9","","0.7113129381771829","0.960413098335266","2","0.8437094688415527","18","0.7104666289110689","0.7113129381771829","0.13627472519874573","0.7113129496574402","1.7333368062973022"
"neat-sweep-661","oohwhu1g","finished","-","priceluke","","2022-04-20T10:29:40.000Z","13973","ne3vuqk1","16","0.01930546604421708","0","18","0.0003","200","33","0.9","","0.7211281070745698","0.9624211192131042","1","0.8191201686859131","17","0.718338698405019","0.7211281070745698","0.11778537929058076","0.7211281061172485","1.626195788383484"
"copper-sweep-381","6go7zrs4","finished","-","priceluke","","2022-04-20T01:49:55.000Z","13942","ne3vuqk1","128","0.018968079951266138","0.2","22","0.00005","80","33","0.95","","0.7166017570872204","0.9638554453849792","4","0.8456012606620789","21","0.7146490563296041","0.7166017570872204","0.11776969581842422","0.7166017293930054","1.3877536058425903"
"easy-sweep-359","ett6rww1","finished","-","priceluke","","2022-04-20T01:24:41.000Z","13927","ne3vuqk1","64","0.017283746573771658","0.4","19","0.00003","150","33","0.9","","0.7278840025493946","0.9193918704986572","5","0.7979234457015991","18","0.7269273142240144","0.7278840025493944","0.2875000834465027","0.7278839945793152","1.0326496362686155"
"fallen-sweep-76","j8m51qi0","finished","-","priceluke","","2022-04-19T20:22:48.000Z","13918","ne3vuqk1","64","0.0110226628818699","0.6","17","0.0001","100","33","0.7","","0.7002093225098279","0.8650226593017578","1","0.8798174262046814","16","0.6928815244200338","0.7002093225098279","0.4408142268657684","0.7002093195915222","1.3455520868301392"
"ethereal-sweep-882","oohwhu1g","finished","-","priceluke","","2022-04-20T17:49:25.000Z","13910","ne3vuqk1","8","0.008997900359898153","0.2","19","0.00005","80","33","0.85","","0.721197371623266","0.8764138221740723","1","0.8858859539031982","18","0.7193972878534737","0.721197371623266","0.38635697960853577","0.7211973667144775","1.1787028312683103"
"unique-sweep-561","l4b201r4","finished","-","priceluke","","2022-04-20T05:57:37.000Z","13899","ne3vuqk1","128","0.016090921813590304","0.4","19","0.0001","30","33","0.85","","0.7529208656201068","0.9604095816612244","1","0.7487513422966003","18","0.7502430515718013","0.7529208656201068","0.1629825383424759","0.7529208660125732","1.4811725616455078"
"super-sweep-601","oohwhu1g","finished","-","priceluke","","2022-04-20T06:38:53.000Z","13839","ne3vuqk1","32","0.01828129871623735","0.4","21","0.00005","100","33","0.95","","0.7240890016000966","0.9632816910743712","2","0.8378949165344238","20","0.7228621988004015","0.7240890016000966","0.14206254482269287","0.7240890264511108","1.402146339416504"
"solar-sweep-390","krwz4z58","finished","-","priceluke","","2022-04-20T02:12:56.000Z","13805","ne3vuqk1","16","0.01895021323072778","0.3","19","0.00005","60","33","0.95","","0.7202246173353863","0.9632816910743712","2","0.8318482637405396","18","0.720472897320981","0.7202246173353863","0.140535369515419","0.7202246189117432","1.4340604543685913"
"rose-sweep-656","krwz4z58","finished","-","priceluke","","2022-04-20T08:14:07.000Z","13718","ne3vuqk1","64","0.01940880343007819","0.1","17","0.00005","60","33","0.85","","0.730505786685562","0.9542933702468872","1","0.7709000110626221","16","0.7286143633101568","0.7305057866855621","0.16677221655845642","0.7305057644844055","1.2259035110473633"
"gentle-sweep-445","r61m5z21","finished","-","priceluke","","2022-04-20T03:21:00.000Z","13666","ne3vuqk1","32","0.01381968668046202","0.6","14","0.00005","70","33","0.9","","0.7168383357330085","0.8507809638977051","2","0.8591289520263672","13","0.7138916387678491","0.7168383357330085","0.5006821751594543","0.7168383598327637","1.184778928756714"
"cerulean-sweep-468","cqcycmon","finished","-","priceluke","","2022-04-20T03:54:08.000Z","13659","ne3vuqk1","32","0.011736696038216112","0.1","16","0.00003","90","33","0.65","","0.7312513745326589","0.8123149275779724","3","0.8403050303459167","15","0.7297613252559908","0.7312513745326589","0.5722025632858276","0.7312513589859009","0.8895500302314758"
"fresh-sweep-860","4gf0cppq","finished","-","priceluke","","2022-04-20T17:06:09.000Z","13615","ne3vuqk1","16","0.01933818196922732","0.3","11","0.00003","80","33","0.65","","0.7553721925605613","0.7973449230194092","4","0.7275175452232361","10","0.7541931767695971","0.7553721925605613","0.6302967667579651","0.755372166633606","0.7339619398117065"
"vital-sweep-843","2vhybuw5","finished","-","priceluke","","2022-04-20T16:24:25.000Z","13596","ne3vuqk1","64","0.022795603310982782","0.4","20","0.00003","30","33","0.95","","0.7220964284636053","0.9420539140701294","4","0.8338934779167175","19","0.7212063053376779","0.7220964284636053","0.2356763482093811","0.7220964431762695","1.1541171073913574"
"sandy-sweep-410","2vhybuw5","finished","-","priceluke","","2022-04-20T02:43:21.000Z","13528","ne3vuqk1","64","0.02046665160008324","0.4","17","0.00005","100","33","0.85","","0.730505786685562","0.943010151386261","3","0.7479713559150696","16","0.7278306368733009","0.7305057866855621","0.22076773643493652","0.7305057644844055","1.1829849481582642"
"faithful-sweep-577","fumv5c3k","finished","-","priceluke","","2022-04-20T06:18:08.000Z","13478","ne3vuqk1","64","0.01377434962251302","0.4","18","0.0001","200","33","0.8","","0.7207708601569963","0.8883535265922546","1","0.7920273542404175","17","0.7180933118171591","0.7207708601569963","0.3213922679424286","0.7207708358764648","1.3339930772781372"
"ethereal-sweep-915","qvqvsaqq","finished","-","priceluke","","2022-04-20T18:51:07.000Z","13471","ne3vuqk1","64","0.015953694703021114","0.1","22","0.00005","60","33","0.9","","0.7554224177157591","0.9587031006813048","2","0.7510214447975159","21","0.7522217498852586","0.7554224177157591","0.16792364418506622","0.7554224133491516","1.2439072132110596"
"resilient-sweep-682","2cva4pud","finished","-","priceluke","","2022-04-20T10:59:52.000Z","13464","ne3vuqk1","32","0.008958758716683408","0.5","19","0.0001","70","33","0.95","","0.7090410243010191","0.9014900922775269","2","1.0271822214126587","18","0.7089407149947271","0.709041024301019","0.3231705129146576","0.7090409994125366","1.5824470520019531"
"driven-sweep-309","3qpfmrsc","finished","-","priceluke","","2022-04-20T00:23:56.000Z","13461","ne3vuqk1","32","0.01528799718978303","0.4","14","0.00005","100","33","0.85","","0.719412086623407","0.8628710508346558","2","0.8279772400856018","13","0.7179964490521348","0.719412086623407","0.4289358258247375","0.719412088394165","1.0701998472213743"
"decent-sweep-141","nw6hb9a1","finished","-","priceluke","","2022-04-19T20:30:00.000Z","13459","ne3vuqk1","32","0.014606706298454144","0.5","16","0.00003","100","33","0.75","","0.7389243310295942","0.7779107093811035","10","0.7685061693191528","15","0.7369356188793296","0.7389243310295942","0.6952809691429138","0.7389243245124817","0.7725936770439148"
"stoic-sweep-756","vacpkmnk","finished","-","priceluke","","2022-04-20T13:30:35.000Z","13456","ne3vuqk1","128","0.024393646104846227","0.1","6","0.0001","60","33","0.85","","0.7514327010853028","0.919600546360016","1","0.6556490659713745","5","0.7495380576143129","0.7514327010853028","0.2602812945842743","0.7514327168464661","0.920386016368866"
"chocolate-sweep-353","2cva4pud","finished","-","priceluke","","2022-04-20T01:21:51.000Z","13363","ne3vuqk1","64","0.01619729873425005","0.1","13","0.0003","150","33","0.85","","0.7535231059541494","0.9615471959114076","1","0.7428645491600037","12","0.7515638339926755","0.7535231059541494","0.15515221655368805","0.7535231113433838","1.3074040412902832"
"rosy-sweep-50","r61m5z21","finished","-","priceluke","","2022-04-19T20:22:44.000Z","13353","ne3vuqk1","8","0.011784928578740618","0","7","0.00003","30","33","0.65","","0.7292720475038487","0.7710609436035156","4","0.8096757531166077","6","0.7277474439696641","0.7292720475038488","0.6713113188743591","0.7292720675468445","0.8105335831642151"
"bright-sweep-774","vmy0uqsn","finished","-","priceluke","","2022-04-20T14:03:56.000Z","13345","ne3vuqk1","32","0.019285751824055796","0.4","20","0.0001","90","33","0.95","","0.7182924252030312","0.9621342420578004","1","0.8248134255409241","19","0.7158788863960915","0.7182924252030313","0.13986016809940338","0.7182924151420593","1.7528634071350098"
"exalted-sweep-254","w1wtmtlo","finished","-","priceluke","","2022-04-19T23:05:42.000Z","13328","ne3vuqk1","16","0.0038801169154641327","0.2","11","0.00005","30","33","0.6","","0.6389464093431624","0.7092445492744446","7","1.3351796865463257","10","0.6348011508569855","0.6389464093431624","1.0501866340637207","0.6389464139938354","1.3430755138397217"
"celestial-sweep-624","0xrt0lxj","finished","-","priceluke","","2022-04-20T07:15:37.000Z","13302","ne3vuqk1","32","0.017192029607058394","0.4","15","0.00005","80","33","0.8","","0.7440576488724769","0.9053491950035096","1","0.7355664372444153","14","0.7421304479653005","0.7440576488724769","0.3242838978767395","0.7440576553344727","1.0121475458145142"
"chocolate-sweep-466","8ls876ux","finished","-","priceluke","","2022-04-20T03:49:45.000Z","13293","ne3vuqk1","64","0.013753826205723943","0.2","24","0.0003","150","33","0.95","","0.688829043088976","0.8843085169792175","1","0.9103551506996156","23","0.6873480964955041","0.688829043088976","0.3078984320163727","0.6888290643692017","1.6931180953979492"
"flowing-sweep-138","rdd5klby","finished","-","priceluke","","2022-04-19T20:23:00.000Z","13291","ne3vuqk1","16","0.011362041055223177","0.3","14","0.0001","20","33","0.7","","0.7290039311788431","0.8753871917724609","1","0.817314088344574","13","0.7271307413974594","0.7290039311788431","0.3927249610424042","0.72900390625","1.1073808670043943"
"clear-sweep-885","f83u4wrd","finished","-","priceluke","","2022-04-20T17:51:38.000Z","13247","ne3vuqk1","32","0.014906437949251169","0.3","19","0.00005","90","33","0.85","","0.7176921272769916","0.8821444511413574","1","0.7822656035423279","18","0.7149149988815594","0.7176921272769916","0.34109875559806824","0.7176921367645264","1.163718581199646"
"polished-sweep-427","uozhjvqj","finished","-","priceluke","","2022-04-20T03:04:23.000Z","13245","ne3vuqk1","64","0.018820945542647457","0.1","18","0.00005","100","33","0.9","","0.7289037603569153","0.9652897119522096","1","0.7503001689910889","17","0.7271332581671838","0.7289037603569154","0.12427086383104324","0.7289037704467773","1.2478870153427124"
"good-sweep-747","qmjdhcr0","finished","-","priceluke","","2022-04-20T12:56:42.000Z","13160","ne3vuqk1","128","0.022613425807775932","0.2","10","0.0003","70","33","0.8","","0.7320116158175887","0.9488025307655334","1","0.8139652013778687","9","0.7298599796123989","0.7320116158175886","0.17431537806987762","0.732011616230011","1.5297139883041382"
"woven-sweep-744","iwbh8dat","finished","-","priceluke","","2022-04-20T12:48:23.000Z","13107","ne3vuqk1","32","0.007375126913485625","0.4","21","0.00005","100","33","0.8","","0.7378982209350434","0.8876706957817078","2","0.8749734163284302","20","0.7365383132904916","0.7378982209350434","0.3869238197803498","0.7378982305526733","1.1750236749649048"
"good-sweep-681","f631koc5","finished","-","priceluke","","2022-04-20T10:59:23.000Z","13095","ne3vuqk1","128","0.01804881962081813","0.2","17","0.00005","90","33","0.9","","0.7308476736775016","0.956683874130249","2","0.7931957244873047","16","0.7299285552878886","0.7308476736775016","0.15095680952072144","0.7308476567268372","1.2925493717193604"
"dry-sweep-787","ih83s7hl","finished","-","priceluke","","2022-04-20T14:27:24.000Z","13075","ne3vuqk1","64","0.016189215954852478","0.5","23","0.00005","200","33","0.95","","0.7383338721845026","0.9494880437850952","3","0.7573931813240051","22","0.7349321629685217","0.7383338721845027","0.19649997353553772","0.7383338809013367","1.3779611587524414"
"ethereal-sweep-630","ar1p5mwn","finished","-","priceluke","","2022-04-20T07:20:32.000Z","13057","ne3vuqk1","16","0.003565158329683269","0.1","25","0.0003","150","33","0.85","","0.05314857042624101","0.05964214727282524","13","2.945847749710083","24","0.005312247975034187","0.05314857042624101","2.944338321685791","0.05314857140183449","2.9473321437835693"
"desert-sweep-336","9o84r6jg","finished","-","priceluke","","2022-04-20T00:55:38.000Z","13045","ne3vuqk1","16","0.0069002628966511265","0.1","16","0.0001","100","33","0.65","","0.7400547387180956","0.8876935839653015","0","0.7863627672195435","15","0.7380043539213595","0.7400547387180956","0.3240581452846527","0.740054726600647","1.116273283958435"
"vocal-sweep-874","u7audpgo","finished","-","priceluke","","2022-04-20T17:30:20.000Z","13031","ne3vuqk1","64","0.01967113540633452","0.2","15","0.0001","150","33","0.8","","0.7383931452335711","0.9566900730133056","1","0.7208676338195801","14","0.736560585553751","0.7383931452335711","0.15649937093257904","0.7383931279182434","1.4020103216171265"
"summer-sweep-677","65e8g8mn","finished","-","priceluke","","2022-04-20T08:52:24.000Z","12998","ne3vuqk1","64","0.02065711409462268","0.3","15","0.00003","100","33","0.8","","0.7440576488724769","0.868923008441925","3","0.7528953552246094","14","0.7432022648259043","0.7440576488724769","0.4245828986167908","0.7440576553344727","0.8613424301147461"
"absurd-sweep-535","z1kcf5jp","finished","-","priceluke","","2022-04-20T05:27:38.000Z","12970","ne3vuqk1","16","0.014350841501840805","0.1","18","0.00005","90","33","0.85","","0.6963489953873817","0.8901196122169495","1","0.7737753987312317","17","0.6855133358481431","0.6963489953873817","0.31693723797798157","0.696349024772644","1.1118463277816772"
"gentle-sweep-669","3tca2ee1","finished","-","priceluke","","2022-04-20T10:41:53.000Z","12968","ne3vuqk1","32","0.015148507481268003","0.2","17","0.00005","20","33","0.8","","0.7217261286705154","0.8760591745376587","1","0.7452850937843323","16","0.7187833209968811","0.7217261286705154","0.354686439037323","0.72172611951828","1.012492299079895"
"fallen-sweep-556","xyod4u2o","finished","-","priceluke","","2022-04-20T05:49:27.000Z","12950","ne3vuqk1","64","0.019390482779594077","0.3","15","0.00005","90","33","0.8","","0.7448105259384075","0.9330273866653442","2","0.7263886332511902","14","0.7421525658650338","0.7448105259384075","0.2388363927602768","0.7448105216026306","1.0693678855895996"
"stilted-sweep-456","vmy0uqsn","finished","-","priceluke","","2022-04-20T03:36:53.000Z","12944","ne3vuqk1","32","0.018900745744805995","0.3","14","0.0001","80","33","0.8","","0.7323701287061269","0.9576939344406128","1","0.7549580335617065","13","0.7307522173631655","0.7323701287061269","0.1525557041168213","0.732370138168335","1.3194055557250977"
"lively-sweep-101","qmb0es53","finished","-","priceluke","","2022-04-19T20:22:54.000Z","12816","ne3vuqk1","64","0.021507191886788457","0.2","11","0.00005","100","33","0.6","","0.7568355640535372","0.8813996911048889","2","0.701304018497467","10","0.7544742648969517","0.7568355640535372","0.3972417116165161","0.7568355798721313","0.8239867687225342"
"sleek-sweep-768","xyod4u2o","finished","-","priceluke","","2022-04-20T13:49:23.000Z","12803","ne3vuqk1","16","0.013115505696177924","0.2","22","0.00005","150","33","0.95","","0.6993214885282597","0.9002659320831299","1","0.938742220401764","21","0.6966337440207797","0.6993214885282597","0.28701281547546387","0.6993215084075928","1.4431097507476809"
"restful-sweep-245","302722kb","finished","-","priceluke","","2022-04-19T22:58:24.000Z","12802","ne3vuqk1","32","0.018497722987520775","0","10","0.00005","150","33","0.85","","0.7394810540877956","0.932491898536682","1","0.7301008105278015","9","0.7364105003144671","0.7394810540877956","0.2356625348329544","0.7394810318946838","0.911592423915863"
"eager-sweep-618","wo30z71v","finished","-","priceluke","","2022-04-20T07:05:53.000Z","12774","ne3vuqk1","32","0.015658961013667917","0.5","24","0.0003","50","33","0.95","","0.7281675467902432","0.958361804485321","3","0.909196436405182","23","0.7268130309649216","0.7281675467902432","0.15775977075099945","0.7281675338745117","2.245723009109497"
"sparkling-sweep-765","mk4thk4g","finished","-","priceluke","","2022-04-20T13:43:44.000Z","12753","ne3vuqk1","128","0.01830315263638886","0.6","20","0.0001","70","33","0.95","","0.7222473809739456","0.9650028944015504","2","0.865739107131958","19","0.7224651025388572","0.7222473809739456","0.1450524777173996","0.7222473621368408","1.8693567514419556"
"curious-sweep-477","dtfbpyyz","finished","-","priceluke","","2022-04-20T04:05:38.000Z","12750","ne3vuqk1","64","0.01030097349108644","0","15","0.0003","80","33","0.65","","0.7192104684407301","0.8929848074913025","1","0.8399071097373962","14","0.7177462526342686","0.7192104684407301","0.30018171668052673","0.7192104458808899","1.376684069633484"
"resilient-sweep-615","vacpkmnk","finished","-","priceluke","","2022-04-20T06:59:38.000Z","12732","ne3vuqk1","64","0.02027595877029667","0.4","16","0.0001","60","33","0.85","","0.7380639066032324","0.9539108872413636","1","0.7564238905906677","15","0.7365711145433279","0.7380639066032324","0.16666339337825775","0.7380639314651489","1.4448941946029663"
"quiet-sweep-240","snk300wh","finished","-","priceluke","","2022-04-19T22:51:26.000Z","12697","ne3vuqk1","64","0.018130815614195","0.1","9","0.0001","50","33","0.75","","0.7465391969407266","0.94986230134964","1","0.7118059992790222","8","0.7446799939434462","0.7465391969407266","0.1788459271192551","0.7465391755104065","1.0869721174240112"
"fresh-sweep-718","9uv5wnwb","finished","-","priceluke","","2022-04-20T11:51:27.000Z","12652","ne3vuqk1","64","0.01804308669211754","0.5","18","0.00003","150","33","0.95","","0.7130090873411224","0.915088951587677","6","0.8393296599388123","17","0.7113837380935203","0.7130090873411226","0.32271242141723633","0.7130090594291687","1.0863947868347168"
"mild-sweep-269","3a1k0x8k","finished","-","priceluke","","2022-04-19T23:26:06.000Z","12582","ne3vuqk1","16","0.006970881625889473","0.1","17","0.0001","30","33","0.75","","0.7266107678729038","0.8912611603736877","1","0.832148551940918","16","0.723624059532886","0.7266107678729038","0.32324448227882385","0.7266107797622681","1.2708663940429688"
"lilac-sweep-648","mk4thk4g","finished","-","priceluke","","2022-04-20T10:13:54.000Z","12582","ne3vuqk1","64","0.015622822808638212","0.1","17","0.0001","200","33","0.85","","0.7670534387923074","0.9547212719917296","1","0.7222303152084351","16","0.7651103252187642","0.7670534387923074","0.17122796177864075","0.7670534253120422","1.213464379310608"
"ancient-sweep-647","mgvzbhmn","finished","-","priceluke","","2022-04-20T10:12:24.000Z","12566","ne3vuqk1","64","0.01656943429739724","0.1","18","0.0001","100","33","0.8","","0.7579558058186162","0.9575085043907166","1","0.6918536424636841","17","0.7551607796269835","0.7579558058186163","0.16537141799926758","0.75795578956604","1.2324333190917969"
"resilient-sweep-904","p10uux0h","finished","-","priceluke","","2022-04-20T18:27:43.000Z","12551","ne3vuqk1","128","0.017054886685785666","0.1","18","0.00003","40","33","0.9","","0.7312938177182919","0.936029851436615","3","0.7591181397438049","17","0.7302278755772719","0.7312938177182918","0.23093394935131073","0.731293797492981","1.0091402530670166"
"morning-sweep-521","2lptw2t7","finished","-","priceluke","","2022-04-20T05:05:37.000Z","12537","ne3vuqk1","32","0.02305784120455718","0.2","15","0.00005","200","33","0.8","","0.7425518947406159","0.9219847917556764","1","0.7217917442321777","14","0.7416673415042608","0.7425518947406159","0.2632690668106079","0.7425519227981567","1.0451089143753052"
"silver-sweep-337","wo30z71v","finished","-","priceluke","","2022-04-20T00:56:06.000Z","12509","ne3vuqk1","32","0.018401753619850934","0","16","0.0001","80","33","0.85","","0.7365792759051186","0.9556320309638976","1","0.7688257098197937","15","0.734144611726435","0.7365792759051186","0.14055156707763672","0.7365792989730835","1.307694435119629"
"easy-sweep-683","wu3zuof9","finished","-","priceluke","","2022-04-20T11:03:19.000Z","12506","ne3vuqk1","128","0.021916090328341433","0.1","17","0.00005","90","33","0.9","","0.7197896749521988","0.9526678323745728","1","0.7635926008224487","16","0.7187617174739181","0.7197896749521988","0.1613389402627945","0.7197896838188171","1.2741023302078247"
"sleek-sweep-147","kt3e7gvh","finished","-","priceluke","","2022-04-19T20:39:07.000Z","12446","ne3vuqk1","8","0.0069666371081537545","0.2","24","0.00003","150","33","0.95","","0.7106523821966728","0.8923841118812561","3","0.9493141770362854","23","0.7105204356994271","0.7106523821966728","0.36144885420799255","0.7106524109840393","1.1525044441223145"
"lemon-sweep-814","a1oszvpf","finished","-","priceluke","","2022-04-20T15:25:10.000Z","12443","ne3vuqk1","64","0.01794514465660512","0.3","18","0.00003","80","33","0.9","","0.7331739961759082","0.9219735860824584","4","0.7601222991943359","17","0.7317542453056548","0.7331739961759082","0.2825579047203064","0.7331739664077759","0.9709690809249878"
"honest-sweep-881","vmy0uqsn","finished","-","priceluke","","2022-04-20T17:46:25.000Z","12442","ne3vuqk1","64","0.014937692811547252","0.1","18","0.00005","200","33","0.85","","0.7176921272769916","0.8918918967247009","1","0.7783478498458862","17","0.7159356813244997","0.7176921272769916","0.3012484014034271","0.7176921367645264","1.176985502243042"
"golden-sweep-63","2vhybuw5","finished","-","priceluke","","2022-04-19T20:22:46.000Z","12440","ne3vuqk1","16","0.007641873509891062","0","23","0.0003","40","33","0.9","","0.0989748540431205","0.1092263162136078","7","2.302734136581421","22","0.01801221450681837","0.09897485404312048","2.302105665206909","0.09897485375404358","2.3027522563934326"
"worthy-sweep-906","0xrt0lxj","finished","-","priceluke","","2022-04-20T18:28:01.000Z","12430","ne3vuqk1","128","0.022013519213149587","0.1","17","0.0001","100","33","0.9","","0.7279477374123645","0.9632816910743712","1","0.7456203103065491","16","0.7252176644873117","0.7279477374123645","0.12246514856815338","0.7279477119445801","1.475973129272461"
"sandy-sweep-694","3a1k0x8k","finished","-","priceluke","","2022-04-20T09:19:24.000Z","12418","ne3vuqk1","64","0.018268673654954336","0.1","16","0.00005","150","33","0.85","","0.7331713736208119","0.9466437101364136","2","0.759190022945404","15","0.7312666415608821","0.7331713736208119","0.18240821361541748","0.7331714034080505","1.248554229736328"
"misty-sweep-783","oohwhu1g","finished","-","priceluke","","2022-04-20T14:22:38.000Z","12403","ne3vuqk1","64","0.0229123136973279","0","17","0.00003","200","33","0.9","","0.7261950286806883","0.9429144859313964","3","0.7821919322013855","16","0.7254298308760224","0.7261950286806882","0.200253427028656","0.7261950373649597","1.058909296989441"
"fanciful-sweep-785","h38o31a0","finished","-","priceluke","","2022-04-20T14:25:26.000Z","12354","ne3vuqk1","8","0.007992979750174406","0.6","16","0.00003","200","33","0.8","","0.7211936284650393","0.7010757327079773","14","0.937730073928833","15","0.7197262300688735","0.7211936284650393","1.0004959106445312","0.7211936116218567","0.9386123418807985"
"glowing-sweep-26","7o9jpgm2","finished","-","priceluke","","2022-04-19T20:22:42.000Z","12349","ne3vuqk1","64","0.004496768416483049","0.1","23","0.0003","10","33","0.7","","0.6659535226853559","0.9040977954864502","2","1.2058645486831665","22","0.6621094336844379","0.6659535226853559","0.2992624044418335","0.665953516960144","1.954511761665344"
"autumn-sweep-351","f09736g9","finished","-","priceluke","","2022-04-20T01:13:38.000Z","12337","ne3vuqk1","32","0.01168761239174896","0.1","21","0.00003","80","33","0.9","","0.7094468490648453","0.8631165027618408","2","0.8798666596412659","20","0.708310396912548","0.7094468490648453","0.408229261636734","0.7094468474388123","1.0835933685302734"
