"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dataset_threshold","dropout","epochs","learning_rate","max_len","max_length","test_train_split","weight_decay","accuracy","balanced_accuracy","best_epoch","best_val_loss","epoch","f1_macro","f1_micro","loss","val_balanced_accuracy","val_loss"
"resilient-sweep-434","1w40p42v","finished","-","priceluke","","2022-04-20T03:13:54.000Z","47437","ne3vuqk1","64","0.029625279494251987","0.1","18","0.0001","40","33","0.7","","0.7574245993256663","0.926500678062439","0","0.6315971612930298","17","0.7552066363588766","0.7574245993256663","0.2385641485452652","0.7574245929718018","1.0067622661590576"
"comfy-sweep-645","fumv5c3k","finished","-","priceluke","","2022-04-20T10:02:54.000Z","45009","ne3vuqk1","32","0.027797537087671374","0","23","0.00003","20","33","0.9","","0.747685933589587","0.8902899026870728","2","0.6727383136749268","22","0.7456222654184919","0.747685933589587","0.3396323025226593","0.7476859092712402","0.7597739100456238"
"super-sweep-563","kt3e7gvh","finished","-","priceluke","","2022-04-20T06:00:05.000Z","44307","ne3vuqk1","16","0.02693522605898994","0.1","10","0.00005","80","33","0.75","","0.765565502277528","0.8207526803016663","1","0.6433655619621277","9","0.7627353032705374","0.765565502277528","0.512700080871582","0.7655655145645142","0.6625480651855469"
"classic-sweep-663","ab391ktc","finished","-","priceluke","","2022-04-20T10:32:52.000Z","43252","ne3vuqk1","16","0.028667955866635893","0.4","20","0.0003","50","33","0.85","","0.7343924333096663","0.947621762752533","1","0.681917667388916","19","0.7321126476576306","0.7343924333096663","0.18229027092456815","0.7343924045562744","1.534338355064392"
"spring-sweep-646","cqcycmon","finished","-","priceluke","","2022-04-20T07:41:55.000Z","42654","ne3vuqk1","8","0.016148028446787026","0.6","20","0.00003","40","33","0.7","","0.7693545241809673","0.7919226288795471","11","0.7664121389389038","19","0.7680657293687035","0.7693545241809673","0.7332300543785095","0.769354522228241","0.7763707041740417"
"magic-sweep-433","3xp27v3f","finished","-","priceluke","","2022-04-20T03:13:11.000Z","42638","ne3vuqk1","32","0.023707151144146753","0.1","18","0.00005","70","33","0.8","","0.7617604267701261","0.8683047890663147","1","0.6474508047103882","17","0.7592645701038224","0.7617604267701261","0.4017951488494873","0.761760413646698","0.727676510810852"
"brisk-sweep-295","ckppyj81","finished","-","priceluke","","2022-04-20T00:03:35.000Z","41744","ne3vuqk1","8","0.021537136425889076","0.1","22","0.00003","50","33","0.7","","0.7584299586184291","0.8211110234260559","3","0.7324433922767639","21","0.7580223800530174","0.7584299586184291","0.5623503923416138","0.7584299445152283","0.7492427229881287"
"hearty-sweep-644","i5drdl48","finished","-","priceluke","","2022-04-20T07:40:39.000Z","41725","ne3vuqk1","128","0.027120923370368","0.1","21","0.0003","40","33","0.85","","0.7407571761841972","0.9546630382537842","1","0.694707453250885","20","0.7395804470940407","0.7407571761841972","0.13782858848571777","0.740757167339325","1.666258692741394"
"bumbling-sweep-488","aq5n1uro","finished","-","priceluke","","2022-04-20T04:16:22.000Z","40560","ne3vuqk1","128","0.02372967796267405","0","23","0.00003","80","33","0.95","","0.7343308640854896","0.9530071020126344","2","0.7016282677650452","22","0.732045778340072","0.7343308640854896","0.16236278414726257","0.7343308925628662","1.127027988433838"
"amber-sweep-253","sgrf13uy","finished","-","priceluke","","2022-04-19T23:05:09.000Z","40498","ne3vuqk1","16","0.02846288802795629","0","17","0.00005","90","33","0.8","","0.7655593275137407","0.8492294549942017","2","0.6492233276367188","16","0.7630393156013751","0.7655593275137407","0.44742292165756226","0.7655593156814575","0.6896635293960571"
"curious-sweep-530","ekvcoz9l","finished","-","priceluke","","2022-04-20T05:23:53.000Z","40223","ne3vuqk1","16","0.016974496277772925","0.3","22","0.0001","150","33","0.6","","0.7671482197702195","0.9341297149658204","1","0.6704354286193848","21","0.7644700144250225","0.7671482197702195","0.26304441690444946","0.7671481966972351","1.0342199802398682"
"fanciful-sweep-693","dtfbpyyz","finished","-","priceluke","","2022-04-20T11:13:37.000Z","38711","ne3vuqk1","128","0.025839824923903913","0.2","15","0.0003","90","33","0.7","","0.7561159607716349","0.9472284913063048","0","0.6576521992683411","14","0.7545582256564133","0.7561159607716349","0.16993193328380585","0.7561159729957581","1.4610366821289062"
